report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-207098-0074,2024-09-05,Moran,Well Head,Near Miss,An employee was checking the tong heads on some tubing tongs when the tongs engaged and amputated the first digit of the employee's left index finger.,1,"high-energy mechanism (Caught in running equipment or machinery, n.e.c.)","Caught in running equipment or machinery, n.e.c.",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-212904-0075,2024-09-05,Hapjan,Workover Rig,Unsafe Act,An employee completed his delivery route when he began to feel weak and tired. He was hospitalized and treated for dehydration and a muscle injury.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,Multiple effects of heat and light,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-448283-0076,2024-09-05,Duliajan,Crude Oil Pump Station,Unsafe Condition,An employee was cutting steel with a torch when their jacket caught fire. The employee sustained burns to their arms and back.,0,no high-energy mechanism identified (Ignition of clothing from controlled hea),Ignition of clothing from controlled heat source,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-462701-0077,2024-09-05,KG Basin - Kakinada,Pipeline Section,Unsafe Condition,"While walking around a forklift, an employee tripped on its forks and fell on the floor, sustaining a dislocated shoulder.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Dislocation of joints,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-491516-0078,2024-09-05,Digboi,Crude Oil Pump Station,Unsafe Act,"An employee was working on a pump. As they hammered the hardline, the chiksan swivel connection blew apart, striking the injured employee. They sustained lacerations, a fracture, and head injury that caused loss of consciousness and required hospitalization.",1,"lethal-capable energy implied by injury nature (Intracranial injuries, unspecified)","Struck by object or equipment, unspecified","Intracranial injuries, unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-527194-0079,2024-09-05,Chabua,Pipeline Section,Unsafe Condition,"An employee was removing counter flashing from a roof when his hand slipped and struck the counter flashing. He sustained a laceration to his right hand and a severed tendon. He was hospitalized, and surgery was required.",0,no high-energy mechanism identified (Injured by object held or wielded by per),Injured by object held or wielded by person,"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-539966-0080,2024-09-05,Dikom,Drilling Rig,Near Miss,An oil derrick hand fell off the oil derrick platform and struck the derrick during the fall resulting in a fractured back.,1,"high-energy mechanism (Other fall to lower level, unspecified)","Other fall to lower level, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-548568-0081,2024-09-05,KG Basin - Kakinada,Gas Compressor Station,Unsafe Act,"An employee was securing a bell hook by wrapping a strap around the A-frame of a side boom when the operator moved the winch, causing the strap to fasten around the A-frame and the winch mounting bracket. The employee's left hand was then caught between mounting bracket and A-frame. The employee suffered a broken left hand, a ring finger compound exposure, and broken middle finger.",1,"high-energy mechanism (Caught in or compressed by equipment or objects,)","Caught in or compressed by equipment or objects, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-709473-0082,2024-09-05,Moran,Workover Rig,Near Miss,An employee was cutting insulation from a roll with a circular hand cutter. The cutter amputated his left index fingertip.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-744443-0083,2024-09-05,Makum,Pipeline Section,Unsafe Act,"On 9/7/16, an employee was moving wooden pallets by hand. He picked up one pallet and held it against his abdomen while bending down to pick up a second pallet. In doing so, two pieces of wood punctured his abdomen. One piece immediately fell out; the other had to be removed at the hospital.",0,no high-energy mechanism identified (Struck against stationary object or equi),"Struck against stationary object or equipment, n.e.c.","Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-781497-0084,2024-09-05,Shalmari,Group Gathering Station,Unsafe Act,"An employee was painting a bollard in a parking lot. He tripped as he stood up, fell to the ground, and suffered a fracture to the ball joint of the left hip.",0,"low-energy mechanism (Fall on same level due to tripping, unspecified)","Fall on same level due to tripping, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-801762-0085,2024-09-05,Chabua,Pipeline Section,Unsafe Act,An employee was working as a fire watch. The employee was exposed to anhydrous ammonia and was not able to see while climbing down a ladder due to eye irritation. The employee fell and was hospitalized for a broken ankle.,1,high-energy mechanism (Fall to lower level resulting from exposure or c),Fall to lower level resulting from exposure or contact  unspecified,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-818063-0086,2024-09-05,Duliajan,Central Workshop,Unsafe Act,"An employee was adjusting a pallet on a conveyor when it came off the conveyor and struck his right ankle, breaking the tibia and fibula. The employee was hospitalized.",0,no high-energy mechanism identified (Struck by other falling object  n.e.c.),Struck by other falling object  n.e.c.,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-861533-0087,2024-09-05,Jaisalmer - Tanot,Gas Compressor Station,Unsafe Act,An employee was re-installing fencing and guards around a wellhead when a rattlesnake bit his right hand near the knuckle of his ring finger.,0,"low-energy mechanism (Venomous animal bite  except ""bugs"")","Venomous animal bite  except ""bugs""","Effects of poison, toxic, or allergenic exposure  unspecified",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-869931-0088,2024-09-05,Kumchai,Oil Collecting Station,Unsafe Act,"An employee was walking toward a pump on which he was installing a new suction manifold. He tripped over the old manifold, lying on the ground, and fell. He suffered a compound fracture to the left forearm and was hospitalized.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-893498-0089,2024-09-05,KG Basin - Kakinada,Gas Compressor Station,Unsafe Act,An employee slipped on a step and fell forward injuring both knees.,0,"low-energy mechanism (Fall on same level due to tripping, unspecified)","Fall on same level due to tripping, unspecified","Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-929448-0090,2024-09-05,Duliajan,Central Workshop,Unsafe Act,"An employee was troubleshooting a caster machine. While removing a cap cover, the catch pan moved up and caught his right arm against the caster blocks. He suffered lacerations and an open break of the ulna. He was hospitalized.",0,no high-energy mechanism identified (Struck by running powered equipment  dur),"Struck by running powered equipment  during maintenance, cleaning, testing",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-956082-0091,2024-09-05,Duliajan,Central Workshop,Near Miss,"An employee had been supervising solar panel installation on July 21, 2017, until approximately 3:00 PM. On his way home, the employee started to feel nauseous, light headed, and exhausted. The employee was transported to a hospital and admitted due to heat stress.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Effects of heat and light, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-989327-0092,2024-09-05,Digboi,Central Workshop,Near Miss,"An employee was exiting a building when they slipped on ice and fell to the ground, resulting in a knee injury.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-156183-0093,2024-09-06,Digboi,LPG Plant,Near Miss,An employee fell into a hole that was 18 feet deep and was hospitalized with a broken nose and cheek and jaw injuries.,1,high-energy mechanism (Fall through surface or existing opening 16 to 2),Fall through surface or existing opening 16 to 20 feet,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-178049-0094,2024-09-06,Naharkatiya,Oil Collecting Station,Near Miss,"An employee was building frames and welding metal square tubing. The employee had just completed welding one side of a frame and turned to re-position to do the other side. He leaned onto the hot metal and the back of his jacket caught on fire. The employee was hospitalized with burns on his back, an arm, and the right side of his chest.",0,no high-energy mechanism identified (Ignition of clothing from controlled hea),Ignition of clothing from controlled heat source,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-281468-0095,2024-09-06,Jorajan,Workover Rig,Near Miss,An employee was bitten on the right hand by a dog while delivering mail.,0,"low-energy mechanism (Other animal bites, nonvenomous)","Other animal bites, nonvenomous","Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
